"codice isil";"denominazione biblioteca";"tipologia funzionale";"denominazione ente";"tipologia amministrativa"
"IT-MI1993";"Biblioteca della Fondazione Elvira Badaracco";"Specializzata";"Fondazione Elvira Badaracco";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-MI1994";"Biblioteca del Centro funzionale Raffaele Mattioli";"Istituto di insegnamento superiore";"Università degli studi di Milano";"Universita' statali"
"IT-MI1995";"Biblioteca ""Ettore Castiglioni""";"Specializzata";"Club Alpino Italiano. Società Escursionisti Milanesi – CAI-SEM";"Accademie, associazioni, fondazioni, istituti (pubblici)"
"IT-MI1996";"Biblioteca Bibliomania";"Scolastica";"Ministero dell'istruzione, dell'università e della ricerca. Istituto Comprensivo Viale Lombardia";"Presidenza del consiglio dei ministri e ministeri"
"IT-MI1997";"Centro di documentazione scolastica ""Adelio Oldani""";"Scolastica";"Ministero dell'istruzione, dell'università e della ricerca. Istituto d’Istruzione Secondaria “Giuseppe Torno”";"Presidenza del consiglio dei ministri e ministeri"
"IT-MI1998";"Biblioteca Civica dei Ragazzi";"Pubblica";"Comune di Cormano";"Comune"
"IT-MI1999";"Biblioteca Giovanni Testori";"Specializzata";"Casa Testori Associazione Culturale";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-MI2000";"Sala Consultazione Moda. IED - Istituto Europeo di Design";"Specializzata";"Istituto Europeo di Design IED";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-MI2001";"Biblioteca San Barnaba dell'Istituto Zaccaria";"Istituto di insegnamento superiore";"Provincia lombarda dei chierici regolari di San Paolo detti barnabiti";"Enti ecclesiastici"
"IT-MI2002";"Puntopero";"Pubblica";"Comune di Pero";"Comune"
"IT-MI2003";"Biblioteca delle Storie Infinite";"Specializzata";"Comune di Trezzano sul Naviglio";"Comune"
"IT-MI2004";"Biblioteca dell'Unione Italiana Vini";"Specializzata";"Unione Italiana Vini Servizi soc coop";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-MI2005";"Biblioteca comunale Lucernate Rho";"Pubblica";"Comune di Rho";"Comune"
"IT-MI2006";"Bibliomediateca ""Laura Lepetit Maltini"" Casa delle donne di Milano";"Pubblica";"Associazione Casa delle donne di Milano";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-MI2007";"Biblioteca WOW";"Specializzata";"Fondazione Franco Fossati";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-MI2008";"Biblioteca dell'Istituto Marangoni";"Specializzata";"Istituto Marangoni";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-MI2009";"Biblioteca Il Mulino di Vione";"Pubblica";"Comune di Basiglio";"Comune"
"IT-MI2010";"Biblioteca dell’Istituto d’Istruzione Superiore ""Claudio Varalli""";"Scolastica";"Ministero dell'istruzione, dell'università e della ricerca. Istituto d’Istruzione Superiore ""Claudio Varalli""";"Presidenza del consiglio dei ministri e ministeri"
"IT-MI2011";"Biblioteca ""Enzo Biagi""";"Pubblica";"Comune di Noviglio";"Comune"
"IT-MI2012";"Biblioteca comunale di Barbaiana";"Pubblica";"Comune di Lainate";"Comune"
"IT-MI2013";"Mediateca LEDHA - Biblioteca Multimediale";"Specializzata";"LEDHA - Lega per i diritti delle persone con disabilità APS";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-MI2014";"Biblioteca del Progetto Grafico c/o Centro di documentazione sul Progetto Grafico di AIAP (AIAP CDPG)";"Specializzata";"AIAP – Associazione italiana design della comunicazione visiva";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-MI2015";"Biblioteca dei Ragazzi di Rozzano";"Pubblica";"Comune di Rozzano";"Comune"
"IT-MI2016";"Biblioteca del Liceo classico statale ""Giuseppe Parini""";"Scolastica";"Ministero dell'istruzione, dell'università e della ricerca. Liceo classico statale ""Giuseppe Parini""";"Presidenza del consiglio dei ministri e ministeri"
"IT-MI2018";"Biblioteca Cluster";"Specializzata";"Scuola di Musica Cluster";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-MI2019";"Biblioteca Antica del Liceo Classico Statale Cesare Beccaria";"Scolastica";"Ministero dell'istruzione, dell'università e della ricerca. Liceo Classico Statale Cesare Beccaria";"Presidenza del consiglio dei ministri e ministeri"
"IT-MI2020";"Biblioteca del Centro di Brera";"Specializzata";"Centro Internazionale di Brera APS";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-MI2021";"Biblioteca del Tribunale amministrativo regionale della Lombardia";"Specializzata";"Tribunale amministrativo regionale della Lombardia";"Presidenza del consiglio dei ministri e ministeri"
"IT-MI2022";"Biblioteca scolastica ""Paola Mancuso""";"Scolastica";"Ministero dell'istruzione, dell'università e della ricerca. Istituto comprensivo";"Presidenza del consiglio dei ministri e ministeri"
"IT-MN0002";"Biblioteca comunale Andrea Torresano";"Pubblica";"Comune di Asola";"Comune"
"IT-MN0003";"Biblioteca comunale di Bagnolo San Vito";"Pubblica";"Comune di Bagnolo San Vito";"Comune"
"IT-MN0004";"Biblioteca comunale San Giorgio Bigarello ""Giuseppe De Luigi"" (Sede Ex Casa Cantoniera)";"Pubblica";"Comune di Bigarello";"Comune"
"IT-MN0005";"Biblioteca Virgilio";"Pubblica";"Comune di Borgoforte";"Comune"
"IT-MN0006";"Biblioteca comunale di Borgocarbonara";"Pubblica";"Comune di Borgofranco sul Po";"Comune"
"IT-MN0008";"Biblioteca comunale ""Mario Miglioli""";"Pubblica";"Comune di Bozzolo";"Comune"
"IT-MN0009";"Biblioteca comunale 'Enzo Favalli'";"Pubblica";"Comune di Canneto sull'Oglio";"Comune"
"IT-MN0011";"Biblioteca comunale di Casalmoro";"Pubblica";"Comune di Casalmoro";"Comune"
"IT-MN0012";"Biblioteca comunale 'G. Belluzzi'";"Pubblica";"Comune di Casaloldo";"Comune"
"IT-MN0014";"Biblioteca comunale";"Pubblica";"Comune di Casalromano";"Comune"
"IT-MN0015";"Biblioteca comunale Castel d'Ario";"Pubblica";"Comune di Castel d'Ario";"Comune"
"IT-MN0016";"Biblioteca comunale";"Pubblica";"Comune di Castel Goffredo";"Comune"
"IT-MN0017";"Biblioteca comunale";"Pubblica";"Comune di Castelbelforte";"Comune"
"IT-MN0019";"Biblioteca comunale";"Pubblica";"Comune di Castellucchio";"Comune"
"IT-MN0020";"Biblioteca comunale 'Arturo Sigurta''";"Pubblica";"Comune di Castiglione delle Stiviere";"Comune"
"IT-MN0021";"Biblioteca comunale";"Pubblica";"Comune di Cavriana";"Comune"
"IT-MN0022";"Biblioteca civica Ferrante Bandera";"Pubblica";"Comune di Ceresara";"Comune"
"IT-MN0023";"Biblioteca comunale Ettore Tenca";"Pubblica";"Comune di Commessaggio";"Comune"
"IT-MN0024";"Biblioteca comunale di Curtatone";"Pubblica";"Comune di Curtatone";"Comune"
"IT-MN0025";"Biblioteca comunale 'Siro De Padova'";"Pubblica";"Comune di Dosolo";"Comune"
"IT-MN0026";"Biblioteca comunale Cesare Zavattini - Sede di Felonica";"Pubblica";"Comune di Felonica";"Comune"
"IT-MN0028";"Biblioteca comunale Aldo Placchi";"Pubblica";"Comune di Gazzuolo";"Comune"
"IT-MN0029";"Biblioteca comunale";"Pubblica";"Comune di Goito";"Comune"
"IT-MN0030";"Biblioteca comunale Franco Messora";"Pubblica";"Comune di Gonzaga";"Comune"
"IT-MN0031";"Biblioteca comunale Arianna Fornari";"Pubblica";"Comune di Guidizzolo";"Comune"
"IT-MN0032";"Biblioteca comunale";"Pubblica";"Comune di Magnacavallo";"Comune"
"IT-MN0034";"Biblioteca dei Conti d'Arco";"Di conservazione";"Fondazione D'Arco";"Accademie, associazioni, fondazioni, istituti (pubblici)"
"IT-MN0035";"Biblioteca comunale Teresiana";"Pubblica";"Comune di Mantova";"Comune"
"IT-MN0038";"Biblioteca dell'Associazione industriali della provincia di Mantova";"Specializzata";"Associazione degli industriali della provincia di Mantova";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-MN0039";"Biblioteca dell'Archivio di Stato di Mantova";"Specializzata";"Ministero della Cultura. Archivio di Stato di Mantova";"Direzione Generale Archivi"
"IT-MN0040";"Biblioteca dell'Accademia nazionale virgiliana";"Di conservazione";"Accademia nazionale virgiliana di scienze lettere e arti";"Accademie, associazioni, fondazioni, istituti (pubblici)"
"IT-MN0041";"Biblioteca del Seminario Vescovile di Mantova";"Specializzata";"Seminario vescovile";"Enti ecclesiastici"
"IT-MN0043";"Biblioteca comunale ""Filippo Martani""";"Pubblica";"Comune di Marcaria";"Comune"
"IT-MN0044";"Biblioteca comunale di Mariana Mantovana";"Pubblica";"Comune di Mariana Mantovana";"Comune"
"IT-MN0046";"Biblioteca comunale 'M.Bozzini'";"Pubblica";"Comune di Marmirolo";"Comune"
"IT-MN0047";"Biblioteca comunale";"Pubblica";"Comune di Medole";"Comune"
"IT-MN0048";"Biblioteca comunale di Moglia";"Pubblica";"Comune di Moglia";"Comune"
"IT-MN0049";"Biblioteca comunale";"Pubblica";"Comune di Monzambano";"Comune"
"IT-MN0052";"Fondo musicale Giuseppe Greggiati";"Specializzata";"Fondazione Opera pia Greggiati";"Accademie, associazioni, fondazioni, istituti (pubblici)"
"IT-MN0054";"Biblioteca comunale di Ostiglia";"Pubblica";"Comune di Ostiglia";"Comune"
"IT-MN0055";"Centro Culturale Livia Bottardi Milani";"Pubblica";"Comune di Pegognaga";"Comune"
"IT-MN0057";"Biblioteca comunale. Pieve di Corano";"Pubblica";"Comune di Pieve di Coriano";"Comune"
"IT-MN0059";"Biblioteca comunale Arnoldo Mondadori";"Pubblica";"Comune di Poggio Rusco";"Comune"
"IT-MN0060";"Biblioteca comunale di Pomponesco";"Pubblica";"Comune di Pomponesco";"Comune"
"IT-MN0061";"Biblioteca comunale";"Pubblica";"Comune di Ponti sul Mincio";"Comune"
"IT-MN0063";"Biblioteca comunale";"Pubblica";"Comune di Quingentole";"Comune"
"IT-MN0065";"Biblioteca comunale";"Pubblica";"Comune di Quistello";"Comune"
"IT-MN0067";"Biblioteca comunale. Revere";"Pubblica";"Comune di Revere";"Comune"
"IT-MN0069";"Fondazione Sanguanini Rivarolo Onlus";"Pubblica";"Fondazione Sanguanini Rivarolo Onlus";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-MN0071";"Biblioteca comunale";"Pubblica";"Comune di Rodigo";"Comune"
"IT-MN0072";"BIBLIOTECA COMUNALE GIORGIO ZAMBONI";"Pubblica";"Comune di Roncoferraro";"Comune"
"IT-MN0073";"Biblioteca comunale di Roverbella";"Pubblica";"Comune di Roverbella";"Comune"
"IT-MN0075";"Biblioteca comunale di Sabbioneta";"Pubblica";"Comune di Sabbioneta";"Comune"
"IT-MN0077";"Biblioteca comunale Umberto Bellintani";"Pubblica";"Comune di San Benedetto Po";"Comune"
"IT-MN0078";"Biblioteca comunale";"Pubblica";"Comune di San Giacomo delle Segnate";"Comune"
"IT-MN0080";"Biblioteca comunale San Giorgio Bigarello - Sede Centro Culturale";"Pubblica";"Comune di San Giorgio di Mantova";"Comune"
"IT-MN0082";"Biblioteca comunale";"Specializzata";"Comune di San Giovanni del Dosso";"Comune"
"IT-MN0083";"Biblioteca comunale di San Martino dall'Argine";"Pubblica";"Comune di San Martino dell'Argine";"Comune"
"IT-MN0084";"Biblioteca comunale di Schivenoglia";"Pubblica";"Comune di Schivenoglia";"Comune"
"IT-MN0085";"Biblioteca comunale";"Pubblica";"Comune di Sermide";"Comune"
"IT-MN0087";"Biblioteca comunale";"Pubblica";"Comune di Solferino";"Comune"
"IT-MN0088";"Biblioteca comunale";"Pubblica";"Comune di Sustinente";"Comune"
"IT-MN0089";"Biblioteca comunale Luigi Parazzi";"Pubblica";"Comune di Viadana";"Comune"
"IT-MN0090";"BIBLIOTECA COMUNALE. Villa Poma";"Pubblica";"Comune di Villa Poma";"Comune"
"IT-MN0092";"Biblioteca 'D. Montini' di Borgoforte";"Pubblica";"Comune di Virgilio";"Comune"
"IT-MN0093";"Biblioteca comunale";"Pubblica";"Comune di Volta Mantovana";"Comune"
"IT-MN0096";"Biblioteca di Quartiere Te Brunetti";"Pubblica";"Comune di Mantova";"Comune"
"IT-MN0097";"Biblioteca di Quartiere Borgochiesanuova";"Pubblica";"Comune di Mantova";"Comune"
"IT-MN0098";"Biblioteca comunale Gianni Bosio";"Pubblica";"Comune di Acquanegra sul Chiese";"Comune"
"IT-MN0102";"Piazzalunga Cultura Suzzara";"Pubblica";"Comune di Suzzara";"Comune"
"IT-MN0105";"Centro di lettura della Casa circondariale";"Specializzata";"Ministero della giustizia. Casa circondariale di Mantova";"Presidenza del consiglio dei ministri e ministeri"
"IT-MN0106";"Biblioteca del Centro sportivo italiano";"Pubblica";"Centro sportivo italiano. Comitato provinciale di Mantova";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-MN0114";"Biblioteca del Museo civico Antonio Parazzi";"Specializzata";"Comune di Viadana";"Comune"
"IT-MN0116";"Biblioteca del Servizio igiene e sanità pubblica dell'Azienda sanitaria locale della provincia di Mantova";"Specializzata";"Azienda sanitaria locale - ASL della provincia di Mantova";"Aziende ed enti del servizio sanitario nazionale"
"IT-MN0117";"Biblioteca e Centro di documentazione della Camera di commercio di Mantova";"Di conservazione";"Camera di commercio, industria, artigianato e agricoltura - CCIAA di Mantova";"Camere di commercio, industria, artigianato"
"IT-MN0120";"Biblioteca Mediateca Gino Baratta";"Pubblica";"Comune di Mantova";"Comune"
"IT-MN0121";"Biblioteca di Quartiere Lunetta";"Pubblica";"Comune di Mantova";"Comune"
"IT-MN0122";"Biblioteca dell'Archivio storico diocesano di Mantova";"Specializzata";"Diocesi di Mantova";"Enti ecclesiastici"
"IT-MN0124";"Biblioteca Luigi Gatti, del Conservatorio Lucio Campiani";"Specializzata";"Ministero dell'istruzione, dell'università e della ricerca. Conservatorio statale di musica Lucio Campiani";"Presidenza del consiglio dei ministri e ministeri"
"IT-MN0125";"Biblioteca della Parrocchia dell'Immacolata Concezione";"Pubblica";"Diocesi di Mantova. Parrocchia Immacolata Concezione della B.V.M. di Suzzara";"Enti ecclesiastici"
"IT-MN0127";"Biblioteca del Complesso museale di Palazzo Ducale di Mantova";"Di conservazione";"Ministero della Cultura. Palazzo Ducale di Mantova";"Direzione generale Musei"
"IT-MN0129";"Biblioteca dell'Associazione Ecologica Museo Oglio Chiese - Aemoc";"Specializzata";"Associazione ecologica Museo dell'Oglio-Chiese - AEMOC";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-MN0130";"Biblioteca della Fondazione Francioli Nuvolari";"Specializzata";"Fondazione Francioli Nuvolari";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-MN0131";"BIBLIOTECA COMUNALE GAZOLDO DEGLI IPPOLITI";"Pubblica";"Comune di Gazoldo degli Ippoliti";"Comune"
"IT-MN0132";"Biblioteca del Museo civico Polironiano";"Specializzata";"Comune di San Benedetto Po";"Comune"
"IT-MN0133";"Biblioteca del Gruppo archeologico ostigliese";"Specializzata";"Museo della raccolta dei reperti archeologici";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-MN0137";"Biblioteca del Museo archeologico dell'Alto mantovano";"Specializzata";"Museo archeologico dell'Alto mantovano";"Accademie, associazioni, fondazioni, istituti (pubblici)"
